projected_points,confidence_lower,confidence_upper,confidence_level,player_id,player_name,position,team,week,season
4.73,0.0,11.47,0.95,00-0038840,Brycen Tremayne,WR,CAR,5,2025
4.68,0.0,11.7,0.95,00-0032392,Austin Hooper,TE,NE,5,2025
4.64,0.0,10.76,0.95,00-0039359,Cade Stover,TE,HOU,5,2025
4.6,0.0,20.18,0.95,00-0040547,Nate Carter,RB,ATL,5,2025
4.55,0.0,14.58,0.95,00-0036567,Elijah Mitchell,RB,KC,5,2025
4.52,0.0,11.15,0.95,00-0039880,Malik Washington,WR,MIA,5,2025
4.52,0.0,17.38,0.95,00-0037382,Brandon Johnson,WR,PIT,5,2025
4.51,0.0,17.41,0.95,00-0032211,Tyler Lockett,WR,TEN,5,2025
4.46,0.0,15.5,0.95,00-0033110,Tyler Higbee,TE,LA,5,2025
4.46,0.0,11.12,0.95,00-0036754,Brock Wright,TE,DET,5,2025
4.45,0.0,10.81,0.95,00-0040782,Isaiah Bond,WR,CLE,5,2025
4.44,0.0,14.48,0.95,00-0033891,Zay Jones,WR,ARI,5,2025
4.43,0.0,17.97,0.95,00-0038129,Cade Otton,TE,TB,5,2025
4.39,0.0,12.99,0.95,00-0036422,Adam Trautman,TE,DEN,5,2025
4.35,0.0,17.16,0.95,00-0037746,Brian Robinson,RB,SF,5,2025
4.35,0.0,9.02,0.95,00-0036887,Luke Farrell,TE,SF,5,2025
4.33,0.0,16.62,0.95,00-0038102,Kenny Pickett,QB,LV,5,2025
4.29,0.47,8.1,0.95,00-0037805,Jeremy Ruckert,TE,NYJ,5,2025
4.27,0.0,20.97,0.95,00-0038128,Malik Willis,QB,GB,5,2025
4.26,0.0,20.25,0.95,00-0035264,Jarrett Stidham,QB,DEN,5,2025
4.25,0.0,17.8,0.95,00-0036906,Khalil Herbert,RB,SEA,5,2025
4.24,0.0,13.03,0.95,00-0038797,Emanuel Wilson,RB,GB,5,2025
4.23,0.0,24.04,0.95,00-0031544,Amari Cooper,WR,LV,5,2025
4.2,0.0,11.52,0.95,00-0036414,Cam Akers,RB,MIN,5,2025
4.19,0.0,13.78,0.95,00-0039342,Xavier Legette,WR,CAR,5,2025
4.16,0.0,12.42,0.95,00-0036936,Rondale Moore,WR,MIN,5,2025
4.12,0.0,16.3,0.95,00-0033282,Curtis Samuel,WR,BUF,5,2025
4.08,0.0,13.13,0.95,00-0038794,Jaleel McLaughlin,RB,DEN,5,2025
4.07,0.0,12.21,0.95,00-0040669,Isaac TeSlaa,WR,DET,5,2025
4.05,0.0,14.27,0.95,00-0035500,Greg Dortch,WR,ARI,5,2025
4.02,0.0,15.26,0.95,00-0034764,Michael Gallup,WR,WAS,5,2025
4.01,0.0,14.62,0.95,00-0038611,Chris Rodriguez Jr.,RB,WAS,5,2025
4.01,0.0,8.04,0.95,00-0038618,Xavier Hutchinson,WR,HOU,5,2025
4.01,0.0,13.2,0.95,00-0039794,Braelon Allen,RB,NYJ,5,2025
3.98,0.0,12.16,0.95,00-0040198,Ollie Gordon II,RB,MIA,5,2025
3.98,0.0,12.94,0.95,00-0038583,Dorian Thompson-Robinson,QB,PHI,5,2025
3.91,0.0,12.5,0.95,00-0036427,Tyler Johnson,WR,NYJ,5,2025
3.9,0.0,14.87,0.95,00-0035329,Donald Parham,TE,PIT,5,2025
3.89,0.0,12.4,0.95,00-0033936,C.J. Beathard,QB,DET,5,2025
3.88,0.0,11.24,0.95,00-0038589,Josh Whyle,TE,GB,5,2025
3.87,0.0,13.2,0.95,00-0034270,Tyler Conklin,TE,LAC,5,2025
3.84,0.0,17.48,0.95,00-0039747,Ainias Smith,WR,CAR,5,2025
3.84,0.0,8.99,0.95,00-0040194,Jackson Hawes,TE,BUF,5,2025
3.8,0.0,10.46,0.95,00-0035631,Drew Sample,TE,CIN,5,2025
3.79,0.0,12.19,0.95,00-0039074,Davis Allen,TE,LA,5,2025
3.79,0.0,10.46,0.95,00-0036244,Colby Parkinson,TE,LA,5,2025
3.76,0.0,12.04,0.95,00-0039066,Michael Mayer,TE,LV,5,2025
3.72,0.0,14.2,0.95,00-0038619,Andrei Iosivas,WR,CIN,5,2025
3.72,0.0,13.47,0.95,00-0038705,Emari Demercado,RB,ARI,5,2025
3.68,0.0,18.37,0.95,00-0033662,Cooper Rush,QB,BAL,5,2025
3.66,0.0,9.7,0.95,00-0034860,Dante Pettis,WR,NO,5,2025
3.63,0.0,10.54,0.95,00-0037475,Stone Smartt,TE,NYJ,5,2025
3.59,0.0,15.26,0.95,00-0034829,Mike Gesicki,TE,CIN,5,2025
3.57,0.0,12.21,0.95,00-0035249,Josh Oliver,TE,MIN,5,2025
3.56,0.0,8.65,0.95,00-0039394,Casey Washington,WR,ATL,5,2025
3.56,0.0,17.23,0.95,00-0038124,Christian Watson,WR,GB,5,2025
3.53,0.0,8.36,0.95,00-0032398,Chris Moore,WR,WAS,5,2025
3.51,0.0,9.32,0.95,00-0040739,Elijah Arroyo,TE,SEA,5,2025
3.45,0.33,6.57,0.95,00-0040584,Gunnar Helm,TE,TEN,5,2025
3.45,0.0,12.36,0.95,00-0036630,Tylan Wallace,WR,BAL,5,2025
3.4,0.0,11.92,0.95,00-0038839,Mitchell Tinsley,WR,CIN,5,2025
3.37,0.0,12.97,0.95,00-0039751,Jordan Whittington,WR,LA,5,2025
3.37,0.0,8.41,0.95,00-0036741,Jack Stoll,TE,NO,5,2025
3.33,0.0,10.49,0.95,00-0038752,Jake Bobo,WR,SEA,5,2025
3.3,0.0,11.1,0.95,00-0032464,Kalif Raymond,WR,DET,5,2025
3.28,0.0,11.6,0.95,00-0039144,Luke Musgrave,TE,GB,5,2025
3.21,0.0,18.46,0.95,00-0035216,Diontae Johnson,WR,CLE,5,2025
3.21,0.0,8.69,0.95,00-0040581,Dont'e Thornton Jr.,WR,LV,5,2025
3.2,0.0,10.85,0.95,00-0037286,Kevin Harris,RB,JAX,5,2025
3.18,0.0,14.53,0.95,00-0033943,Josh Reynolds,WR,NYJ,5,2025
3.18,0.0,8.09,0.95,00-0031595,Michael Burton,RB,DEN,5,2025
3.14,0.69,5.59,0.95,00-0037282,James Mitchell,TE,CAR,5,2025
3.14,0.0,12.65,0.95,00-0034159,Will Dissly,TE,LAC,5,2025
3.13,0.0,9.94,0.95,00-0038824,Ryan Miller,WR,TB,5,2025
3.11,0.0,16.78,0.95,00-0033869,Mitchell Trubisky,QB,BUF,5,2025
3.05,0.0,8.65,0.95,00-0035689,Dawson Knox,TE,BUF,5,2025
3.05,0.0,14.13,0.95,00-0036182,Nick Westbrook-Ikhine,WR,MIA,5,2025
3.04,0.0,11.98,0.95,00-0033119,Jacoby Brissett,QB,ARI,5,2025
3.03,0.0,9.17,0.95,00-0037306,John FitzPatrick,TE,GB,5,2025
3.0,0.54,5.47,0.95,00-0040236,Kyle Monangai,RB,CHI,5,2025
3.0,0.0,10.92,0.95,00-0034386,Justin Watson,WR,HOU,5,2025
2.99,0.0,11.2,0.95,00-0039754,Devin Culp,TE,TB,5,2025
2.98,0.0,24.51,0.95,00-0033319,Nick Mullens,QB,JAX,5,2025
2.98,0.0,12.0,0.95,00-0034407,Ray-Ray McCloud,WR,ATL,5,2025
2.95,0.0,19.21,0.95,00-0038416,Tyson Bagent,QB,CHI,5,2025
2.94,0.0,13.2,0.95,00-0038040,Zamir White,RB,LV,5,2025
2.91,0.0,10.65,0.95,00-0034418,Cedrick Wilson Jr.,WR,MIA,5,2025
2.9,0.0,11.83,0.95,00-0036637,Noah Gray,TE,KC,5,2025
2.88,0.0,10.04,0.95,00-0038046,Charlie Kolar,TE,BAL,5,2025
2.88,0.0,17.04,0.95,00-0032434,Brandon Allen,QB,TEN,5,2025
2.86,0.0,18.57,0.95,00-0031800,Taylor Heinicke,QB,LAC,5,2025
2.84,0.0,10.03,0.95,00-0032394,Nick Vannett,TE,MIN,5,2025
2.84,0.0,15.54,0.95,00-0035250,Devin Singletary,RB,NYG,5,2025
2.8,0.0,13.33,0.95,00-0036493,Deon Jackson,RB,DET,5,2025
2.79,0.0,8.1,0.95,00-0038783,Nate Adkins,TE,DEN,5,2025
2.78,0.0,7.25,0.95,00-0039410,Ryan Flournoy,WR,DAL,5,2025
2.77,0.0,13.75,0.95,00-0037741,Jahan Dotson,WR,PHI,5,2025
2.76,0.0,8.31,0.95,00-0038678,Jordan Mims,RB,TEN,5,2025
2.76,1.82,3.7,0.95,00-0037327,Skylar Thompson,QB,PIT,5,2025
2.73,0.0,18.31,0.95,00-0038862,Elijah Dotson,RB,ATL,5,2025
2.73,0.0,14.33,0.95,00-0037012,Trey Lance,QB,LAC,5,2025
2.72,0.0,8.85,0.95,00-0039041,Elijah Higgins,TE,ARI,5,2025
2.71,0.0,9.42,0.95,00-0037557,Ronnie Rivers,RB,LA,5,2025
2.66,0.0,8.24,0.95,00-0034681,Chase Edmonds,RB,WAS,5,2025
2.65,0.0,19.53,0.95,00-0036196,Gabe Davis,WR,BUF,5,2025
2.65,0.0,14.11,0.95,00-0034272,Marquez Valdes-Scantling,WR,SF,5,2025
2.64,0.0,15.18,0.95,00-0033536,Mike Williams,WR,LAC,5,2025
2.64,0.0,7.41,0.95,00-0038636,Kenny McIntosh,RB,SEA,5,2025
2.59,0.0,7.71,0.95,00-0038389,Israel Abanikanda,RB,GB,5,2025
2.58,0.0,10.56,0.95,00-0036265,AJ Dillon,RB,PHI,5,2025
2.56,0.0,9.77,0.95,00-0034054,River Cracraft,WR,WAS,5,2025
2.56,0.0,6.43,0.95,00-0035125,Alec Ingold,RB,MIA,5,2025
2.53,0.0,8.62,0.95,00-0036415,Van Jefferson,WR,TEN,5,2025
2.52,0.0,11.9,0.95,00-0036360,Clyde Edwards-Helaire,RB,KC,5,2025
2.5,0.0,13.17,0.95,00-0038498,E.J. Jenkins,TE,PHI,5,2025
2.5,0.0,8.88,0.95,00-0038465,Malik Heath,WR,GB,5,2025
2.45,0.0,6.74,0.95,00-0038558,Darnell Washington,TE,PIT,5,2025
2.43,0.0,6.66,0.95,00-0040126,Colston Loveland,TE,CHI,5,2025
2.42,0.0,9.21,0.95,00-0030431,Robert Woods,WR,PIT,5,2025
2.41,0.0,15.12,0.95,00-0038454,Keaton Mitchell,RB,BAL,5,2025
2.4,0.0,7.13,0.95,00-0039814,Erick All,TE,CIN,5,2025
2.39,0.0,7.22,0.95,00-0038640,Jalen Brooks,WR,DAL,5,2025
2.38,0.0,8.98,0.95,00-0040704,Dillon Gabriel,QB,CLE,5,2025
2.38,0.0,7.6,0.95,00-0038685,Chris Brooks,RB,GB,5,2025
2.37,0.0,9.33,0.95,00-0035639,Parris Campbell,WR,DAL,5,2025
2.36,0.0,8.44,0.95,00-0040078,Brashard Smith,RB,KC,5,2025
2.36,0.0,9.91,0.95,00-0034613,Tanner Hudson,TE,CIN,5,2025
2.35,0.0,6.66,0.95,00-0037085,Tyler Badie,RB,DEN,5,2025
2.34,0.0,7.95,0.95,00-0034317,Keith Kirkwood,WR,BAL,5,2025
2.34,0.0,7.85,0.95,00-0038098,Pierre Strong,RB,GB,5,2025
2.33,0.0,10.21,0.95,00-0036165,Isaiah Hodgins,WR,PIT,5,2025
2.32,0.0,6.87,0.95,00-0040009,Savion Williams,WR,GB,5,2025
2.31,0.0,17.89,0.95,00-0039573,Blake Watson,RB,TEN,5,2025
2.29,0.0,11.01,0.95,00-0039798,Isaiah Davis,RB,NYJ,5,2025
2.24,0.0,9.07,0.95,00-0033217,Mo Alie-Cox,TE,IND,5,2025
2.24,0.0,15.09,0.95,00-0038679,Tyrell Shavers,WR,BUF,5,2025
2.22,0.0,4.43,0.95,00-0039737,Tip Reiman,TE,ARI,5,2025
2.21,0.0,5.15,0.95,00-0036425,DeeJay Dallas,RB,CAR,5,2025
2.2,0.0,9.29,0.95,00-0037614,John Metchie III,WR,PHI,5,2025
2.15,0.0,13.08,0.95,00-0033375,Tim Patrick,WR,JAX,5,2025
2.08,0.0,13.66,0.95,00-0037317,Nick Muse,TE,PHI,5,2025
2.07,0.0,10.91,0.95,00-0035406,Lil'Jordan Humphrey,WR,NYG,5,2025
2.05,0.0,9.32,0.95,00-0034955,Brett Rypien,QB,CIN,5,2025
2.04,0.23,3.85,0.95,00-0034353,Anthony Miller,WR,BAL,5,2025
2.02,0.0,7.96,0.95,00-0037539,Lucas Krull,TE,DEN,5,2025
2.0,0.0,8.52,0.95,00-0036145,Lawrence Cager,TE,WAS,5,2025
2.0,0.0,17.58,0.95,00-0040067,Jacardia Wright,RB,SEA,5,2025
2.0,0.0,11.24,0.95,00-0035537,Ty Johnson,RB,BUF,5,2025
1.96,0.0,4.57,0.95,00-0040164,Jaylin Lane,WR,WAS,5,2025
1.96,0.0,5.34,0.95,00-0037348,Tanner Conner,TE,MIA,5,2025
1.96,0.0,17.54,0.95,00-0039811,MarShawn Lloyd,RB,GB,5,2025
1.94,0.0,4.95,0.95,00-0038622,Deuce Vaughn,RB,DEN,5,2025
1.92,0.0,7.16,0.95,00-0035628,D'Ernest Johnson,RB,ARI,5,2025
1.91,0.0,8.64,0.95,00-0039062,Jonathan Mingo,WR,DAL,5,2025
1.9,0.0,7.17,0.95,00-0040134,Pat Bryant,WR,DEN,5,2025
1.9,0.0,17.16,0.95,00-0035359,David Sills,WR,ATL,5,2025
1.88,0.0,12.29,0.95,00-0033589,David Moore,WR,CAR,5,2025
1.88,0.0,6.53,0.95,00-0036569,Gary Brightwell,RB,CIN,5,2025
1.88,0.0,8.51,0.95,00-0037086,Grant Calcaterra,TE,PHI,5,2025
1.85,0.0,6.84,0.95,00-0040727,Tre Harris,WR,LAC,5,2025
1.85,0.0,10.13,0.95,00-0036232,Harrison Bryant,TE,HOU,5,2025
1.85,0.0,9.17,0.95,00-0033526,Samaje Perine,RB,CIN,5,2025
1.81,0.0,5.29,0.95,00-0040705,Chimere Dike,WR,TEN,5,2025
1.81,0.0,13.44,0.95,00-0039875,Ray Davis,RB,BUF,5,2025
1.79,0.0,10.21,0.95,00-0039052,Trey Palmer,WR,NO,5,2025
1.79,0.0,11.31,0.95,00-0033572,Jamal Agnew,WR,ATL,5,2025
1.77,0.0,5.02,0.95,00-0040729,Jack Bech,WR,LV,5,2025
1.77,0.0,7.35,0.95,00-0038115,Daniel Bellinger,TE,NYG,5,2025
1.76,0.0,4.22,0.95,00-0039379,Jamari Thrash,WR,CLE,5,2025
1.75,0.0,9.62,0.95,00-0039344,Jonathon Brooks,RB,CAR,5,2025
1.73,0.0,6.18,0.95,00-0039299,George Holani,RB,SEA,5,2025
1.72,0.13,3.31,0.95,00-0039631,Cam Grandy,TE,CIN,5,2025
1.72,0.0,9.74,0.95,00-0038547,Luke Schoonmaker,TE,DAL,5,2025
1.7,0.0,16.96,0.95,00-0039739,Roman Wilson,WR,PIT,5,2025
1.69,1.02,2.36,0.95,00-0040238,LeQuint Allen Jr.,RB,JAX,5,2025
1.68,0.0,8.92,0.95,00-0033854,Dare Ogunbowale,RB,HOU,5,2025
1.67,0.0,7.92,0.95,00-0037742,Treylon Burks,WR,TEN,5,2025
1.67,0.0,6.59,0.95,00-0034487,Trent Sherfield,WR,DEN,5,2025
1.67,0.0,10.84,0.95,00-0034838,Royce Freeman,RB,CHI,5,2025
1.63,0.0,10.52,0.95,00-0035140,Mecole Hardman,WR,GB,5,2025
1.63,0.0,6.15,0.95,00-0037078,Cole Turner,TE,WAS,5,2025
1.61,0.0,11.0,0.95,00-0036898,Davis Mills,QB,HOU,5,2025
1.6,0.0,5.99,0.95,00-0039325,Carson Steele,RB,KC,5,2025
1.58,0.0,12.78,0.95,00-0036345,K.J. Osborn,WR,WAS,5,2025
1.58,0.0,10.3,0.95,00-0036556,Brevin Jordan,TE,HOU,5,2025
1.52,0.0,4.46,0.95,00-0037429,Raheem Blackshear,RB,TEN,5,2025
1.5,0.0,9.72,0.95,00-0036955,Terrace Marshall Jr.,WR,PHI,5,2025
1.5,0.0,5.66,0.95,00-0037231,Kevin Austin Jr.,WR,NO,5,2025
1.5,0.0,8.12,0.95,00-0034970,Irv Smith,TE,HOU,5,2025
1.5,0.0,12.87,0.95,00-0037258,Dameon Pierce,RB,HOU,5,2025
1.47,0.0,5.95,0.95,00-0040179,DJ Giddens,RB,IND,5,2025
1.47,0.0,4.8,0.95,00-0036670,Jermar Jefferson,RB,ARI,5,2025
1.47,0.0,8.03,0.95,00-0038492,Jason Brownlee,WR,KC,5,2025
1.45,0.0,8.64,0.95,00-0039391,Kimani Vidal,RB,LAC,5,2025
1.45,0.0,11.34,0.95,00-0032688,Robbie Chosen,WR,WAS,5,2025
1.43,0.0,6.57,0.95,00-0039912,Ben Sinnott,TE,WAS,5,2025
1.42,0.0,4.49,0.95,00-0038720,Julian Hill,TE,MIA,5,2025
1.41,0.0,8.12,0.95,00-0033439,Pharaoh Brown,TE,MIA,5,2025
1.39,0.0,8.63,0.95,00-0035891,Cody White,WR,SEA,5,2025
1.36,0.0,5.45,0.95,00-0033757,Robert Tonyan,TE,KC,5,2025
1.36,0.0,4.24,0.95,00-0040644,Trevor Etienne,RB,CAR,5,2025
1.34,0.0,8.63,0.95,00-0034854,KhaDarel Hodge,WR,ATL,5,2025
1.34,0.0,9.18,0.95,00-0037120,Tyler Goodson,RB,IND,5,2025
1.33,0.0,8.0,0.95,00-0038667,Elijah Cooks,WR,PHI,5,2025
1.33,0.0,5.85,0.95,00-0036387,Jalen Reagor,WR,LAC,5,2025
1.32,0.0,4.69,0.95,00-0039650,Bryce Oliver,WR,TEN,5,2025
1.31,0.0,14.14,0.95,00-0038555,Tank Bigsby,RB,PHI,5,2025
1.27,0.0,3.79,0.95,00-0040131,Kyle Williams,WR,NE,5,2025
1.27,0.0,5.04,0.95,00-0036628,John Bates,TE,WAS,5,2025
1.27,0.0,9.95,0.95,00-0036297,Darrynton Evans,RB,BUF,5,2025
1.25,0.0,8.06,0.95,00-0033246,Johnny Mundt,TE,JAX,5,2025
1.24,0.0,7.2,0.95,00-0034798,Durham Smythe,TE,CHI,5,2025
1.23,0.0,16.5,0.95,00-0037422,Kendric Pryor,WR,CIN,5,2025
1.2,0.0,7.98,0.95,00-0036876,Kylen Granson,TE,PHI,5,2025
1.2,0.0,6.24,0.95,00-0036862,Ben Skowronek,WR,PIT,5,2025
1.2,0.0,9.11,0.95,00-0036984,Trey Sermon,RB,PIT,5,2025
1.19,0.0,16.77,0.95,00-0038397,Evan Hull,RB,PIT,5,2025
1.18,0.0,8.93,0.95,00-0039746,Will Shipley,RB,PHI,5,2025
1.18,0.0,19.11,0.95,00-0034438,Logan Woodside,QB,PIT,5,2025
1.17,0.0,3.72,0.95,00-0036620,Dee Eskridge,WR,MIA,5,2025
1.17,0.0,5.21,0.95,00-0037252,Greg Dulcich,TE,MIA,5,2025
1.16,0.0,4.64,0.95,00-0032918,C.J. Ham,RB,MIN,5,2025
1.16,0.18,2.13,0.95,00-0039757,Terrell Jennings,RB,NE,5,2025
1.16,0.0,10.86,0.95,00-0039021,Roschon Johnson,RB,CHI,5,2025
1.16,0.0,19.09,0.95,00-0040494,Max Brosmer,QB,MIN,5,2025
1.16,0.0,5.21,0.95,00-0038519,Nikko Remigio,WR,KC,5,2025
1.15,0.0,4.33,0.95,00-0037277,Teagan Quitoriano,TE,ATL,5,2025
1.14,0.0,8.82,0.95,00-0038090,Skyy Moore,WR,SF,5,2025
1.13,0.0,7.06,0.95,00-0038394,Will Mallory,TE,IND,5,2025
1.13,0.0,4.77,0.95,00-0031484,Chris Manhertz,TE,NYG,5,2025
1.12,0.0,7.34,0.95,00-0039623,Mason Tipton,WR,NO,5,2025
1.12,0.84,1.4,0.95,00-0039393,Jase McClellan,RB,TB,5,2025
1.11,0.0,4.85,0.95,00-0037098,Samori Toure,WR,CHI,5,2025
1.1,0.0,6.94,0.95,00-0035021,Ashton Dulin,WR,IND,5,2025
1.1,0.0,12.69,0.95,00-0039824,Jared Wiley,TE,KC,5,2025
1.09,0.0,6.75,0.95,00-0036590,Quintin Morris,TE,JAX,5,2025
1.07,0.93,1.21,0.95,00-0035480,Malik Taylor,WR,DET,5,2025
1.06,0.0,9.35,0.95,00-0038938,Jalin Hyatt,WR,NYG,5,2025
1.06,0.0,6.21,0.95,00-0039236,Johnny Wilson,WR,PHI,5,2025
1.05,0.0,6.49,0.95,00-0036510,Kenny Yeboah,TE,DET,5,2025
1.04,0.0,12.62,0.95,00-0037506,Cole Fotheringham,TE,NE,5,2025
1.04,0.0,5.47,0.95,00-0036534,Shane Zylstra,TE,DET,5,2025
1.03,0.0,9.4,0.95,00-0035806,JaMycal Hasty,RB,MIA,5,2025
1.02,0.0,3.3,0.95,00-0039407,Dylan Laube,RB,LV,5,2025
1.02,0.0,5.75,0.95,00-0038821,Rakim Jarrett,WR,PIT,5,2025
1.01,0.0,16.4,0.95,00-0039363,Isaac Guerendo,RB,SF,5,2025
1.01,0.0,3.09,0.95,00-0038507,Grant DuBose,WR,BUF,5,2025
1.0,0.0,3.18,0.95,00-0040582,Arian Smith,WR,NYJ,5,2025
1.0,0.0,5.87,0.95,00-0037410,Jashaun Corbin,RB,ATL,5,2025
0.99,0.0,4.68,0.95,00-0036841,Austin Trammell,WR,JAX,5,2025
0.98,0.0,2.92,0.95,00-0037827,Tyrion Davis-Price,RB,GB,5,2025
0.97,0.0,5.46,0.95,00-0039874,Jaylen Wright,RB,MIA,5,2025
0.97,0.0,5.38,0.95,00-0039365,Jacob Cowing,WR,SF,5,2025
0.95,0.0,3.41,0.95,00-0037594,Julius Chestnut,RB,TEN,5,2025
0.94,0.25,1.64,0.95,00-0035934,Trishton Jackson,WR,ARI,5,2025
0.94,0.0,6.07,0.95,00-0037304,Connor Heyward,TE,PIT,5,2025
0.94,0.0,2.39,0.95,00-0040138,Jaylin Noel,WR,HOU,5,2025
0.93,0.0,9.4,0.95,00-0035341,Trenton Irwin,WR,JAX,5,2025
0.93,0.0,11.78,0.95,00-0037276,Ty Chandler,RB,MIN,5,2025
0.92,0.0,3.48,0.95,00-0035976,Dan Chisena,WR,CAR,5,2025
0.92,0.0,5.56,0.95,00-0033576,Eric Saubert,TE,SEA,5,2025
0.91,0.0,3.59,0.95,00-0034208,Mike Boone,RB,MIA,5,2025
0.9,0.0,16.48,0.95,00-0040202,Devin Neal,RB,NO,5,2025
0.89,0.0,1.83,0.95,00-0039920,Malachi Corley,WR,CLE,5,2025
0.89,0.0,5.93,0.95,00-0038998,Jake Haener,QB,NO,5,2025
0.89,0.0,2.98,0.95,00-0035594,Travis Homer,RB,CHI,5,2025
0.88,0.0,4.62,0.95,00-0036463,Chris Blair,WR,ATL,5,2025
0.85,0.0,6.29,0.95,00-0034115,Jeff Wilson,RB,MIA,5,2025
0.83,0.0,3.58,0.95,00-0039364,Sione Vaki,RB,DET,5,2025
0.83,0.0,7.14,0.95,00-0037487,Deven Thompkins,WR,ATL,5,2025
0.82,0.0,4.71,0.95,00-0038396,Eric Gray,RB,NYG,5,2025
0.81,0.0,5.41,0.95,00-0038809,Ben Sims,TE,GB,5,2025
0.78,0.0,7.36,0.95,00-0038647,Ronnie Bell,WR,DET,5,2025
0.77,0.0,3.37,0.95,00-0040237,Tez Johnson,WR,TB,5,2025
0.75,0.0,4.53,0.95,00-0038738,Hunter Luepke,RB,DAL,5,2025
0.74,0.0,5.87,0.95,00-0033376,Patrick Ricard,RB,BAL,5,2025
0.71,0.0,7.3,0.95,00-0035298,Scott Miller,WR,PIT,5,2025
0.7,0.0,3.26,0.95,00-0040142,Kaleb Johnson,RB,PIT,5,2025
0.69,0.0,3.54,0.95,00-0036268,Laviska Shenault Jr.,WR,BUF,5,2025
0.67,0.0,5.52,0.95,00-0039530,Brevyn Spann-Ford,TE,DAL,5,2025
0.66,0.0,3.3,0.95,00-0039703,Cody Schrader,RB,JAX,5,2025
0.65,0.0,4.26,0.95,00-0036497,Tim Jones,WR,MIN,5,2025
0.65,0.0,2.34,0.95,00-0037654,Tucker Fisk,TE,LAC,5,2025
0.64,0.0,2.63,0.95,00-0036429,Charlie Woerner,TE,ATL,5,2025
0.64,0.0,3.32,0.95,00-0039420,Jaheim Bell,TE,NE,5,2025
0.64,0.0,2.16,0.95,00-0036727,Adam Prentice,RB,DEN,5,2025
0.63,0.0,2.78,0.95,00-0040154,Tai Felton,WR,MIN,5,2025
0.63,0.0,2.19,0.95,00-0038550,Hendon Hooker,QB,CAR,5,2025
0.63,0.0,7.53,0.95,00-0039050,Payne Durham,TE,TB,5,2025
0.63,0.0,14.34,0.95,00-0038951,Sean Tucker,RB,TB,5,2025
0.63,0.0,8.23,0.95,00-0034419,Braxton Berrios,WR,HOU,5,2025
0.63,0.0,5.99,0.95,00-0038573,Derius Davis,WR,LAC,5,2025
0.62,0.0,7.31,0.95,00-0038710,Blake Whiteheart,TE,CLE,5,2025
0.61,0.0,2.65,0.95,00-0036450,Ke'Shawn Vaughn,RB,SF,5,2025
0.61,0.0,7.37,0.95,00-0036646,Simi Fehoko,WR,ARI,5,2025
0.6,0.0,1.9,0.95,00-0037093,Dareke Young,WR,SEA,5,2025
0.59,0.0,1.96,0.95,00-0038614,Scott Matlock,RB,LAC,5,2025
0.59,0.0,7.48,0.95,00-0037292,Andrew Ogletree,TE,IND,5,2025
0.59,0.0,6.56,0.95,00-0038496,Xavier Gipson,WR,PHI,5,2025
0.58,0.0,7.11,0.95,00-0035567,Craig Reynolds,RB,DET,5,2025
0.58,0.0,6.53,0.95,00-0039907,Ja'Lynn Polk,WR,NO,5,2025
0.58,0.0,4.67,0.95,00-0038941,Tyler Scott,WR,IND,5,2025
0.56,0.0,3.51,0.95,00-0032951,Laquon Treadwell,WR,IND,5,2025
0.54,0.0,3.06,0.95,00-0038359,Xavier Smith,WR,LA,5,2025
0.53,0.0,2.92,0.95,00-0034928,Steven Sims,WR,SEA,5,2025
0.52,0.0,5.4,0.95,00-0037299,Keaontay Ingram,RB,KC,5,2025
0.5,0.0,2.16,0.95,00-0040208,Tahj Brooks,RB,CIN,5,2025
0.5,0.0,4.93,0.95,00-0037132,Britain Covey,WR,PHI,5,2025
0.49,0.0,2.57,0.95,00-0036640,Zach Davidson,TE,BUF,5,2025
0.48,0.0,2.85,0.95,00-0035311,Myles Gaskin,RB,BAL,5,2025
0.48,0.0,2.19,0.95,00-0038092,Erik Ezukanma,WR,JAX,5,2025
0.46,0.0,5.09,0.95,00-0039810,Jermaine Burton,WR,CIN,5,2025
0.46,0.0,2.25,0.95,00-0037157,Bam Knight,RB,ARI,5,2025
0.45,0.0,5.35,0.95,00-0034401,Mike White,QB,CIN,5,2025
0.45,0.0,4.1,0.95,00-0036332,Josiah Deguara,TE,ARI,5,2025
0.45,0.0,2.84,0.95,00-0034365,Ian Thomas,TE,LV,5,2025
0.45,0.0,2.22,0.95,00-0038391,Sean Clifford,QB,CIN,5,2025
0.44,0.0,6.89,0.95,00-0034959,Andrew Beck,RB,NYJ,5,2025
0.42,0.0,7.73,0.95,00-0037617,Hassan Haskins,RB,LAC,5,2025
0.4,0.0,1.97,0.95,00-0037609,Aaron Shampklin,RB,MIA,5,2025
0.39,0.0,2.05,0.95,00-0035956,Giovanni Ricci,TE,MIN,5,2025
0.39,0.0,2.15,0.95,00-0039853,Javon Baker,WR,PHI,5,2025
0.36,0.0,1.34,0.95,00-0039244,Chris Collier,RB,LV,5,2025
0.36,0.0,1.95,0.95,00-0035703,Miles Boykin,WR,CHI,5,2025
0.35,0.0,2.28,0.95,00-0034073,Ross Dwelley,TE,DET,5,2025
0.35,0.0,2.14,0.95,00-0036254,Collin Johnson,WR,LV,5,2025
0.35,0.0,18.28,0.95,00-0037324,Chris Oladokun,QB,KC,5,2025
0.35,0.0,4.83,0.95,00-0038582,Clayton Tune,QB,GB,5,2025
